#{"t_start": 1602514522.175182, "env_id": null}
r,l,t
-87.0,88,237.083002
-101.0,102,237.390983
-100.0,101,237.695879
-97.0,98,237.994086
-102.0,103,238.304513
-97.0,98,238.602531
-76.0,77,238.835582
-73.0,74,239.066067
-77.0,78,239.303582
-97.0,98,239.601276
-95.0,96,239.891558
-100.0,101,240.202417
-86.0,87,240.47229
-90.0,91,240.746548
-99.0,100,241.051483
-119.0,120,241.414564
-95.0,96,241.7043
-103.0,104,242.020737
-97.0,98,242.317351
-90.0,91,242.594853
-99.0,100,242.897936
-70.0,71,243.125896
-79.0,80,243.373746
-96.0,97,243.667762
-95.0,96,243.967919
-92.0,93,244.27409
-88.0,89,244.565354
-126.0,127,244.975933
-81.0,82,245.223966
-81.0,82,245.490252
-91.0,92,245.784271
-101.0,102,246.106268
-84.0,85,246.382463
-89.0,90,246.672713
