#{"t_start": 1601387504.700272, "env_id": null}
r,l,t
-97.0,97,139.308229
-96.0,96,139.528768
-154.0,154,139.883158
-117.0,117,140.146422
-92.0,92,140.89814
-112.0,112,141.154942
-94.0,94,141.367227
-91.0,91,141.577404
-148.0,148,141.902752
-84.0,84,142.085242
-98.0,98,142.661995
-111.0,111,142.913729
-88.0,88,143.114307
-89.0,89,143.302909
-85.0,85,143.49074
-120.0,120,143.760596
-84.0,84,143.945607
-86.0,86,144.544757
-112.0,112,144.795554
-119.0,119,145.052595
-94.0,94,145.26322
-119.0,119,145.518855
